100 1388
100 1282
100 1279
100 1194
100 1297
100 1510
100 1664
100 3975
100 1115
100 1421
100 921
100 1224
100 1203
100 1522
100 1767
100 2103
100 1632
100 978
100 789
100 880
200 28243
200 9031
200 5545
200 5368
200 6815
200 5785
200 5714
200 5036
200 6887
200 6268
200 16395
200 7155
200 5829
200 5751
200 18497
200 4734
200 8531
200 7841
200 12566
200 6219
300 36475
300 31459
300 15994
300 12636
300 14508
300 14941
300 14948
300 22438
300 20840
300 10994
300 13157
300 14987
300 11844
300 14935
300 10703
300 12528
300 22781
300 20068
300 14940
300 16482
400 78905
400 52770
400 42289
400 35264
400 33604
400 60438
400 40255
400 28763
400 33020
400 52537
400 40009
400 53101
400 33773
400 33452
400 37718
400 32934
400 36284
400 30673
400 27632
400 39330
500 187754
500 78133
500 96578
500 82156
500 93124
500 81624
500 96436
500 101229
500 77389
500 85568
500 110532
500 95448
500 110008
500 94387
500 77397
500 111583
500 87270
500 109651
500 85975
500 122585
600 231211
600 173000
600 187362
600 152068
600 185116
600 160175
600 197997
600 158844
600 189311
600 152367
600 221134
600 179026
600 175503
600 144405
600 163417
600 162000
600 137594
600 222150
600 163230
600 189541
700 277101
700 262877
700 271543
700 271624
700 252526
700 252404
700 280080
700 192593
700 217350
700 261794
700 222597
700 224281
700 275463
700 275519
700 207796
700 262240
700 265506
700 209683
700 266076
700 200047
800 318122
800 296809
800 334293
800 302207
800 350814
800 272028
800 268681
800 356043
800 328759
800 294806
800 286005
800 341958
800 377977
800 322011
800 345566
800 308113
800 351180
800 283709
800 281772
800 291796
900 386646
900 430960
900 459214
900 463431
900 439365
900 551543
900 402392
900 399904
900 427093
900 483528
900 453486
900 387640
900 377801
900 385913
900 487069
900 533537
900 525493
900 393160
900 520357
900 459040
1000 621657
1000 584891
1000 496398
1000 558794
1000 626098
1000 576230
1000 600719
1000 636145
1000 646174
1000 551983
1000 551033
1000 659101
1000 574275
1000 605337
1000 576817
1000 549247
1000 585976
1000 473739
1000 594917
1000 472234
