10 129.4 18.7697
20 224.2 46.6283
30 332.6 53.7662
40 541.6 66.1914
50 720.8 83.8493
60 1056.8 169.896
70 1269.6 81.0574
80 1670.2 144.486
90 1884 197.119
100 2710.4 419.762
