100 136616 24118
200 539172 160199
300 3.53162e+06 1.12878e+06
400 7.59473e+06 2.23977e+06
500 1.38315e+07 5.53512e+06
600 2.20175e+07 9.10318e+06
700 3.38055e+07 7.48595e+06
800 3.61777e+07 1.08189e+07
900 4.92579e+07 1.50648e+07
1000 5.77246e+07 2.46612e+07
