10 100.00 55.00 100.00 100.00
10 100.00 74.00 74.00 100.00
10 100.00 92.00 100.00 100.00
10 100.00 57.00 93.00 100.00
10 100.00 100.00 100.00 100.00
10 100.00 76.00 100.00 100.00
10 100.00 57.00 100.00 100.00
10 100.00 48.00 88.00 100.00
10 100.00 72.00 100.00 100.00
10 100.00 79.00 100.00 100.00
20 100.00 50.00 100.00 100.00
20 100.00 26.00 63.00 100.00
20 100.00 86.00 100.00 100.00
20 100.00 81.00 100.00 100.00
20 100.00 52.00 62.00 100.00
20 100.00 51.00 85.00 100.00
20 100.00 65.00 52.00 97.00
20 100.00 53.00 100.00 100.00
20 100.00 100.00 62.00 100.00
20 100.00 82.00 100.00 100.00
30 100.00 49.00 100.00 100.00
30 100.00 66.00 75.00 82.00
30 100.00 97.00 100.00 100.00
30 100.00 47.00 98.00 98.00
30 100.00 77.00 77.00 84.00
30 100.00 54.00 92.00 100.00
30 100.00 95.00 56.00 100.00
30 100.00 77.00 97.00 97.00
30 100.00 40.00 65.00 100.00
30 100.00 100.00 48.00 100.00
40 100.00 65.00 100.00 100.00
40 100.00 31.00 63.00 94.00
40 100.00 92.00 53.00 100.00
40 100.00 33.00 84.00 100.00
40 100.00 80.00 70.00 100.00
40 100.00 87.00 87.00 100.00
40 100.00 87.00 66.00 100.00
40 100.00 35.00 60.00 100.00
40 100.00 62.00 75.00 96.00
40 100.00 44.00 59.00 100.00
50 100.00 53.00 96.00 96.00
50 100.00 40.00 69.00 90.00
50 100.00 65.00 70.00 100.00
50 100.00 95.00 90.00 90.00
50 100.00 93.00 85.00 94.00
50 100.00 91.00 88.00 100.00
50 100.00 54.00 72.00 78.00
50 100.00 47.00 68.00 80.00
50 100.00 64.00 79.00 79.00
50 100.00 41.00 100.00 100.00
60 100.00 57.00 80.00 92.00
60 100.00 70.00 53.00 57.00
60 100.00 66.00 80.00 83.00
60 100.00 72.00 78.00 83.00
60 100.00 43.00 79.00 79.00
60 100.00 53.00 63.00 91.00
60 100.00 72.00 83.00 83.00
60 100.00 79.00 78.00 87.00
60 100.00 34.00 87.00 100.00
60 100.00 71.00 70.00 78.00
70 100.00 61.00 71.00 88.00
70 100.00 69.00 65.00 100.00
70 100.00 49.00 77.00 100.00
70 100.00 100.00 71.00 80.00
70 100.00 68.00 62.00 74.00
70 100.00 48.00 80.00 80.00
70 100.00 57.00 98.00 98.00
70 100.00 81.00 100.00 100.00
70 100.00 42.00 54.00 93.00
70 100.00 50.00 89.00 98.00
80 100.00 60.00 54.00 70.00
80 100.00 44.00 56.00 78.00
80 100.00 54.00 70.00 100.00
80 100.00 50.00 70.00 86.00
80 100.00 84.00 93.00 93.00
80 100.00 61.00 81.00 87.00
80 100.00 54.00 55.00 90.00
80 100.00 62.00 66.00 87.00
80 100.00 37.00 57.00 100.00
80 100.00 31.00 54.00 66.00
90 100.00 33.00 67.00 75.00
90 100.00 56.00 76.00 76.00
90 100.00 56.00 100.00 100.00
90 100.00 66.00 66.00 79.00
90 100.00 55.00 82.00 82.00
90 100.00 54.00 100.00 100.00
90 100.00 80.00 52.00 88.00
90 100.00 85.00 68.00 75.00
90 100.00 72.00 51.00 62.00
90 100.00 81.00 94.00 94.00
100 100.00 60.00 79.00 83.00
100 100.00 63.00 60.00 100.00
100 100.00 59.00 89.00 92.00
100 100.00 86.00 93.00 97.00
100 100.00 48.00 63.00 91.00
100 100.00 47.00 47.00 79.00
100 100.00 53.00 53.00 83.00
100 100.00 64.00 68.00 68.00
100 100.00 52.00 72.00 83.00
100 100.00 68.00 70.00 97.00
