100 1544.6 457.58
200 7165.2 2517.24
300 15096.6 2253.29
400 77052.2 54141.8
500 117349 58211
600 181083 15567.4
700 279494 11343.7
800 365071 49222.3
900 489143 65194.7
1000 595126 63698.1
