100 9755.05 1610.42
200 63127.8 10050
300 221295 29486
400 533099 42399.2
500 861722 62062.2
600 1.35041e+06 105581
700 2.16505e+06 486941
800 3.11643e+06 826514
900 3.83995e+06 1.24336e+06
1000 4.56334e+06 640031
