10 361.8 39.239
20 1134.4 156.079
30 3550.4 684.788
40 7178.6 763.482
50 13784 1395.68
60 26305.8 2202.74
70 36227.4 2851.01
80 59837.6 12140.8
90 87954.6 5782.24
100 120994 16703.1
