100 10072
100 10662
100 10775
100 10739
100 14808
100 10571
100 7896
100 9843
100 8986
100 8952
100 8165
100 9349
100 9775
100 8656
100 7723
100 10308
100 7915
100 10519
100 8442
100 10945
200 69958
200 48981
200 56182
200 59700
200 56017
200 70720
200 66579
200 83285
200 67642
200 71160
200 68835
200 68395
200 56869
200 70646
200 57659
200 47860
200 43340
200 75105
200 66472
200 57152
300 238567
300 196474
300 240887
300 175641
300 254746
300 227921
300 225830
300 198217
300 209711
300 198020
300 225706
300 260141
300 204537
300 224168
300 206142
300 255899
300 259607
300 202943
300 262603
300 158136
400 502695
400 488834
400 533176
400 536497
400 465920
400 518731
400 535563
400 542654
400 521683
400 535424
400 520115
400 534651
400 527203
400 482197
400 505768
400 574380
400 531756
400 538409
400 610724
400 655593
500 903573
500 801709
500 982069
500 864738
500 946354
500 878900
500 931229
500 765662
500 773024
500 932118
500 864078
500 887225
500 873209
500 844304
500 919516
500 830255
500 766428
500 820691
500 818867
500 830495
600 1309815
600 1336483
600 1201969
600 1495385
600 1451475
600 1539301
600 1471126
600 1360654
600 1432672
600 1304798
600 1182466
600 1391763
600 1425121
600 1314457
600 1377918
600 1197115
600 1304312
600 1436584
600 1211589
600 1263122
700 4159236
700 1989551
700 2162883
700 2322984
700 2012874
700 1996308
700 2030317
700 2115970
700 1921550
700 1969561
700 2197172
700 2050227
700 2037838
700 1784718
700 2061869
700 2167963
700 1875296
700 2002837
700 2202631
700 2239279
800 6303992
800 3456949
800 2684383
800 2558516
800 2749708
800 2674132
800 3363970
800 2827070
800 3743068
800 2778825
800 2800739
800 2816047
800 3450536
800 2835415
800 3208827
800 2827091
800 2978842
800 2425534
800 2623379
800 3221620
900 8139386
900 6470077
900 3607302
900 3692042
900 3819102
900 3160114
900 3552523
900 3416357
900 3435706
900 3465855
900 3201305
900 3829255
900 3275008
900 2840659
900 2997366
900 3597935
900 3779452
900 3391757
900 3651392
900 3476493
1000 4207519
1000 4509274
1000 4313729
1000 4059304
1000 4277442
1000 3956312
1000 4045019
1000 3761132
1000 4600271
1000 4501039
1000 4840500
1000 6388667
1000 5640353
1000 4143753
1000 5082032
1000 4642393
1000 5230636
1000 4769902
1000 4391644
1000 3905896
