20 52809.8 8030.26
40 277511 87129.9
60 599872 85035.9
80 1.08944e+06 137328
100 2.46227e+06 325073
120 3.66917e+06 378681
140 7.07482e+06 773228
160 9.16751e+06 1.17664e+06
180 1.31221e+07 1.74814e+06
200 1.76241e+07 4.02214e+06
