20 138049 31172.3
40 878667 167504
60 2.64666e+06 232364
80 5333120 1.46622e+06
100 10766469 2.19906e+06
120 1.90413e+07 2.04703e+06
140 3.69798e+07 1.05633e+07
160 4.26502e+07 7.44647e+06
180 5.85181e+07 1.24374e+07
200 1.06657e+08 1.37754e+07
