10 465 19 236 2810
10 404 19 184 2630
10 273 22 215 2918
10 346 26 167 2851
10 301 18 170 2441
20 1358 58 617 19988
20 1257 63 469 11156
20 1788 58 648 14584
20 1725 64 595 14060
20 1148 42 571 11985
30 4214 79 1723 35860
30 2929 138 1318 31784
30 3297 100 1080 29012
30 3281 118 875 27674
30 4409 111 762 22487
40 6317 135 1577 48798
40 6931 220 3550 100363
40 6366 128 1659 65229
40 7025 245 1915 71289
40 6611 210 2080 62416
50 11936 536 2749 81044
50 15980 330 2373 92071
50 12245 223 2999 95976
50 14253 330 2352 82816
50 13602 341 2455 97290
60 22121 583 8920 152812
60 24037 451 3019 164385
60 27784 339 3152 137164
60 24387 482 6176 205697
60 30901 690 2872 155869
70 38189 524 4838 212015
70 39919 5735 19312 261265
70 33092 516 5641 209884
70 33611 594 3160 184726
70 43709 570 7866 236359
80 51596 660 8793 387504
80 51176 694 5493 271305
80 58970 633 7883 292923
80 56664 875 4939 266430
80 49103 694 7876 317360
90 96622 1344 7431 351992
90 74770 1480 6435 360400
90 77533 930 5178 432985
90 89395 1095 6550 378048
90 69977 919 7706 361003
100 91023 1282 8040 498099
100 98287 1548 8825 619883
100 111764 1170 13064 625076
100 116633 1169 9085 528423
100 109812 1312 9635 554500
