100 3492.75 710.498
200 24144.3 8529.47
300 95345.1 13423
400 211832 32895.4
500 362904 56094.7
600 592963 81194.4
700 841108 221770
800 1.13651e+06 103849
900 1.60903e+06 425140
1000 1.91221e+06 372746
