10 648.8 100.691
20 5476 533.858
30 27619.2 5012.46
40 87869.4 5451.98
50 203640 2507.39
60 592559 22918.9
70 1.28989e+06 68009.8
80 2.71343e+06 129159
90 5.21524e+06 395674
100 1.06427e+07 844418
