100 40013 10543
200 213564 30158.7
300 826197 324071
400 1.7224e+06 845735
500 2.90194e+06 375803
600 4539050 1.15272e+06
700 5.97819e+06 1.05257e+06
800 9.56078e+06 3.28141e+06
900 10504548 3.71543e+06
1000 1.37314e+07 3.09417e+06
