10 383 44 278 5393
10 466 45 414 8058
10 431 43 329 7124
10 518 38 447 7374
10 273 29 348 5995
20 2019 126 993 29732
20 1773 116 1133 37220
20 2528 83 1438 30224
20 1940 106 1186 36192
20 2201 119 1014 27215
30 10681 475 2387 107959
30 8630 303 2808 116449
30 12519 189 3067 81853
30 8859 189 2795 110505
30 8696 195 2144 77562
40 23905 562 4179 193009
40 28480 404 3545 150555
40 25729 688 5840 241930
40 24063 547 6928 271161
40 24959 600 2538 183427
50 84336 1324 14539 607673
50 75333 600 7981 339967
50 82244 770 6754 405764
50 65850 859 5940 315332
50 68941 936 7818 420484
60 128267 1086 8419 448622
60 138535 1035 12167 589249
60 135814 1103 7630 540228
60 160857 868 13037 563794
60 139224 1525 15662 635277
70 282244 1986 10892 661651
70 333536 1660 13637 854102
70 263459 1575 13147 791232
70 254360 2392 11121 727287
70 275796 1676 23563 1104610
80 527755 2185 29839 1265134
80 549035 1625 15084 975440
80 687843 2814 11336 1005369
80 594395 2466 16441 1271598
80 527711 2262 28242 1179795
90 883943 3388 28598 1998831
90 967269 2606 22865 1565951
90 856482 3316 55063 1941686
90 909881 2908 42259 1818180
90 972132 3284 54536 2345717
100 1646718 3236 23792 1921008
100 1591010 3540 27986 1748798
100 1596397 3616 22574 2237405
100 1539039 3913 31122 1853015
100 1669538 4556 56281 2110924
