100 25225
100 29483
100 23879
100 20336
100 15049
200 87692
200 92706
200 66809
200 61654
200 60537
300 140748
300 124471
300 126823
300 87894
300 96677
400 190817
400 203401
400 295488
400 217301
400 121320
500 710191
500 490649
500 755080
500 537285
500 487209
600 1497106
600 1335877
600 694267
600 902300
600 853745
700 1747162
700 1208328
700 1157443
700 2663391
700 1593957
800 1597289
800 3320029
800 2215427
800 2613287
800 2517968
900 5291591
900 4089226
900 2528255
900 5225341
900 2618211
1000 5259504
1000 3346736
1000 5711654
1000 4167592
1000 3016506
