10 580 599.977
20 1123.6 210.497
30 2504 309.993
40 3806 329.518
50 7017.6 754.159
60 9454.4 1583.42
70 14161 2105.32
80 16809.2 1806.2
90 19656 1734.52
100 25209.8 2271.32
