20 11837
20 16238
20 27752
20 14133
20 13124
40 93169
40 54233
40 64005
40 84205
40 50521
60 196250
60 174018
60 221431
60 169675
60 199307
80 322675
80 305653
80 361154
80 365541
80 427902
100 536589
100 545843
100 850443
100 530800
100 864507
120 1205845
120 905381
120 1205516
120 791264
120 887068
140 1875251
140 1583805
140 1779601
140 1474493
140 1801401
160 2191824
160 2230917
160 1962709
160 2045051
160 2415255
180 3200472
180 2940287
180 3283349
180 2942157
180 2590778
200 4164712
200 3813258
200 3784598
200 4755609
200 4114549
