100 143467
100 161778
100 148099
100 131734
100 98003
200 411134
200 356643
200 567635
200 601669
200 758781
300 3468139
300 2994566
300 3393358
300 5403025
300 2399010
400 4848906
400 6190991
400 10710438
400 8508028
400 7715298
500 12099183
500 12744074
500 21808360
500 6701132
500 15804873
600 31483740
600 31349296
600 14041490
600 20644112
600 12568879
700 24705493
700 40626298
700 33939119
700 41679233
700 28077444
800 53605246
800 37760910
800 26692759
800 35064254
800 27765315
900 64314490
900 66866702
900 40009377
900 39927794
900 35171318
1000 35143265
1000 48690788
1000 88200652
1000 36942930
1000 79645222
