10 702
10 629
10 809
10 591
10 763
20 8185
20 7445
20 10401
20 9115
20 7433
30 39451
30 38095
30 64593
30 32513
30 38085
40 134580
40 132035
40 135037
40 128669
40 125784
50 396940
50 427376
50 356660
50 358470
50 375323
60 903939
60 991247
60 984617
60 1044283
60 1119839
70 2822363
70 2026835
70 2276592
70 2256128
70 2409664
80 5142954
80 5012224
80 5416480
80 4977164
80 5926845
90 10001117
90 10360543
90 8861786
90 9354763
90 10597126
100 19399888
100 19025135
100 20848880
100 18992112
100 20017917
