10 100.00 100.00 100.00 100.00
10 100.00 95.00 95.00 100.00
10 100.00 100.00 100.00 100.00
10 100.00 100.00 87.00 100.00
10 100.00 47.00 100.00 100.00
10 100.00 100.00 100.00 100.00
10 100.00 100.00 100.00 100.00
10 100.00 62.00 62.00 100.00
10 100.00 72.00 100.00 100.00
10 100.00 94.00 97.00 100.00
20 100.00 40.00 100.00 100.00
20 100.00 48.00 97.00 100.00
20 100.00 73.00 99.00 100.00
20 100.00 19.00 100.00 100.00
20 100.00 47.00 79.00 100.00
20 100.00 96.00 78.00 96.00
20 100.00 35.00 73.00 81.00
20 100.00 36.00 56.00 100.00
20 100.00 86.00 84.00 86.00
20 100.00 100.00 66.00 100.00
30 100.00 51.00 100.00 100.00
30 100.00 80.00 100.00 100.00
30 100.00 19.00 51.00 100.00
30 100.00 48.00 100.00 100.00
30 100.00 75.00 95.00 100.00
30 100.00 44.00 48.00 100.00
30 100.00 36.00 72.00 100.00
30 100.00 36.00 36.00 100.00
30 100.00 89.00 92.00 100.00
30 100.00 0 47.00 100.00
40 100.00 67.00 100.00 100.00
40 100.00 100.00 100.00 100.00
40 100.00 16.00 89.00 100.00
40 100.00 80.00 100.00 100.00
40 100.00 91.00 91.00 95.00
40 100.00 30.00 79.00 81.00
40 100.00 19.00 82.00 100.00
40 100.00 44.00 71.00 82.00
40 100.00 50.00 100.00 100.00
40 100.00 81.00 91.00 100.00
50 100.00 70.00 73.00 87.00
50 100.00 48.00 92.00 92.00
50 100.00 36.00 60.00 100.00
50 100.00 19.00 65.00 100.00
50 100.00 72.00 80.00 100.00
50 100.00 28.00 59.00 100.00
50 100.00 100.00 59.00 64.00
50 100.00 100.00 48.00 100.00
50 100.00 31.00 82.00 100.00
50 100.00 63.00 72.00 100.00
60 100.00 80.00 100.00 100.00
60 100.00 22.00 94.00 100.00
60 100.00 75.00 52.00 71.00
60 100.00 29.00 45.00 75.00
60 100.00 35.00 87.00 87.00
60 100.00 88.00 100.00 100.00
60 100.00 30.00 27.00 60.00
60 100.00 59.00 100.00 100.00
60 100.00 83.00 68.00 68.00
60 100.00 28.00 100.00 100.00
70 100.00 97.00 53.00 97.00
70 100.00 73.00 55.00 99.00
70 100.00 45.00 47.00 84.00
70 100.00 51.00 64.00 100.00
70 100.00 67.00 95.00 95.00
70 100.00 56.00 74.00 97.00
70 100.00 45.00 53.00 59.00
70 100.00 22.00 53.00 100.00
70 100.00 73.00 63.00 100.00
70 100.00 39.00 87.00 87.00
80 100.00 51.00 62.00 92.00
80 100.00 67.00 79.00 79.00
80 100.00 52.00 89.00 96.00
80 100.00 40.00 97.00 97.00
80 100.00 29.00 48.00 66.00
80 100.00 74.00 40.00 73.00
80 100.00 75.00 75.00 75.00
80 100.00 51.00 42.00 68.00
80 100.00 57.00 65.00 98.00
80 100.00 32.00 58.00 92.00
90 100.00 29.00 73.00 100.00
90 100.00 25.00 75.00 75.00
90 100.00 51.00 93.00 93.00
90 100.00 35.00 90.00 100.00
90 100.00 32.00 51.00 90.00
90 100.00 45.00 95.00 95.00
90 100.00 69.00 80.00 80.00
90 100.00 38.00 93.00 93.00
90 100.00 15.00 64.00 100.00
90 100.00 56.00 59.00 79.00
100 100.00 76.00 61.00 72.00
100 100.00 54.00 81.00 93.00
100 100.00 6.00 75.00 75.00
100 100.00 43.00 63.00 91.00
100 100.00 34.00 86.00 86.00
100 100.00 88.00 88.00 98.00
100 100.00 79.00 56.00 80.00
100 100.00 65.00 68.00 73.00
100 100.00 78.00 54.00 86.00
100 100.00 71.00 81.00 100.00
