10 0.1 10 12806 272
10 0.1 5 17461 272
10 0.1 6 11343 272
10 0.1 7 10070 272
10 0.1 8 9315 272
10 0.1 9 11042 272
10 0.2 10 8024 272
10 0.2 5 7673 272
10 0.2 6 8442 272
10 0.2 7 10676 272
10 0.2 8 8822 272
10 0.2 9 9625 272
10 0.3 10 9064 272
10 0.3 5 9245 272
10 0.3 6 8724 272
10 0.3 7 16548 272
10 0.3 8 9700 272
10 0.3 9 10703 272
10 0.4 10 8920 272
10 0.4 5 9843 272
10 0.4 6 14203 272
10 0.4 7 8163 272
10 0.4 8 10516 272
10 0.4 9 10819 272
10 0.5 10 8843 272
10 0.5 5 8635 272
10 0.5 6 9674 272
10 0.5 7 10251 272
10 0.5 8 11228 272
10 0.5 9 8594 272
10 0.6 10 11109 272
10 0.6 5 8678 272
10 0.6 6 9138 272
10 0.6 7 9301 272
10 0.6 8 10413 272
10 0.6 9 8758 272
10 0.7 10 8721 272
10 0.7 5 9985 272
10 0.7 6 9016 272
10 0.7 7 8621 272
10 0.7 8 9772 272
10 0.7 9 12997 272
10 0.8 10 10675 272
10 0.8 5 8022 272
10 0.8 6 10048 272
10 0.8 7 9589 272
10 0.8 8 10369 272
10 0.8 9 10332 272
10 0.9 10 8990 272
10 0.9 5 10461 272
10 0.9 6 12715 272
10 0.9 7 8642 272
10 0.9 8 10184 272
10 0.9 9 9844 272
10 0.1 10 9926 641
10 0.1 5 9769 641
10 0.1 6 8910 641
10 0.1 7 10028 641
10 0.1 8 11735 641
10 0.1 9 11197 641
10 0.2 10 11985 641
10 0.2 5 11431 641
10 0.2 6 10273 641
10 0.2 7 15906 641
10 0.2 8 9124 641
10 0.2 9 8691 641
10 0.3 10 8397 641
10 0.3 5 10581 641
10 0.3 6 11352 641
10 0.3 7 12103 641
10 0.3 8 9651 641
10 0.3 9 11929 641
10 0.4 10 11268 641
10 0.4 5 19575 641
10 0.4 6 9152 641
10 0.4 7 12100 641
10 0.4 8 9017 641
10 0.4 9 11598 641
10 0.5 10 11633 641
10 0.5 5 8406 641
10 0.5 6 9607 641
10 0.5 7 9081 641
10 0.5 8 9668 641
10 0.5 9 10174 641
10 0.6 10 11059 641
10 0.6 5 8555 641
10 0.6 6 9718 641
10 0.6 7 8405 641
10 0.6 8 8689 641
10 0.6 9 8652 641
10 0.7 10 10352 641
10 0.7 5 9095 641
10 0.7 6 9658 641
