20 44640
20 52029
20 48058
20 65749
20 53573
40 215701
40 229950
40 227530
40 424601
40 289775
60 710565
60 524069
60 527493
60 668536
60 568696
80 947287
80 1315367
80 1082587
80 1075252
80 1026689
100 2333294
100 2338211
100 2051789
100 2762145
100 2825925
120 4158129
120 3512635
120 3518282
120 3946360
120 3210463
140 6465607
140 6782290
140 6322240
140 7904349
140 7899632
160 10903994
160 9693092
160 8974112
160 8319308
160 7947065
180 10912220
180 12682231
180 12551453
180 15636689
180 13827833
200 24406500
200 15872612
200 17828448
200 15980162
200 14032799
