100 22794.4 5428.09
200 73879.6 15188
300 115323 22149.4
400 205665 62336.3
500 596083 127208
600 1056659 342157
700 1.67406e+06 607111
800 2452800 626565
900 3.95052e+06 1.34543e+06
1000 4.3004e+06 1.17122e+06
